Microorganism,Species,Strain,Product group,Product,Treatment,aw,pH,T,D,z,log D,log D (model),Ref,Year,Remarks,,log D model dairy,log D model milk,log D model meat,log D model beef,log D model chicken,,F-test,logD (all),logD (10% NaCl),logD (rest)
Listeria,monocytogenes,,Meat,Chicken,"Raw, leg",,,64.5,0.53,6.7,-0.27572413,-0.2834,Doyle et al.,2001,,,,,-0.1112,,-0.2606,,,-0.237249163,,-0.282722679
Listeria,monocytogenes,,Meat,Chicken,"Raw, leg",,,70,0.11,6.7,-0.958607315,-1.0644,Doyle et al.,2001,,,,,-0.8372,,-1.156,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,Scott A,Meat,Chicken,thick slurry,,,60,5.29,,0.723455672,0.3556,MacKey and Bratchell,1989,,,,,0.4828,,0.472,,,0.384091698,,0.35623347
Listeria,monocytogenes,NCTC 11994,Meat,Chicken,thick slurry,,,60,5.02,,0.700703717,0.3556,MacKey and Bratchell,1989,,,,,0.4828,,0.472,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Duck,muscle,,,55,131.58,5.04,2.119189882,1.0656,Murphy et al.,2003,,,,,1.1428,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Meat,Duck,muscle,,,57.5,23.64,5.04,1.373647472,0.7106,Murphy et al.,2003,,,,,0.8128,,,,,0.729281066,,0.711209109
Listeria,monocytogenes,,Meat,Duck,muscle,,,60,9.84,5.04,0.992995098,0.3556,Murphy et al.,2003,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Duck,muscle,,,62.5,2.23,5.04,0.348304863,0.0006,Murphy et al.,2003,,,,,0.1528,,,,,0.038902331,,0.001257832
Listeria,monocytogenes,,Meat,Duck,muscle,,,65,0.93,5.04,-0.031517051,-0.3544,Murphy et al.,2003,,,,,-0.1772,,,,,-0.306287037,,-0.353717807
Listeria,monocytogenes,,Meat,Duck,muscle,,,67.5,0.42,5.04,-0.37675071,-0.7094,Murphy et al.,2003,,,,,-0.5072,,,,,-0.651476404,,-0.708693445
Listeria,monocytogenes,,Meat,Duck,muscle,,,70,0.11,5.04,-0.958607315,-1.0644,Murphy et al.,2003,,,,,-0.8372,,,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,,Meat,Duck,skin,,,55,82.65,5.76,1.917242858,1.0656,Murphy et al.,2003,,,,,1.1428,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Meat,Duck,skin,,,57.5,21.69,5.76,1.336259552,0.7106,Murphy et al.,2003,,,,,0.8128,,,,,0.729281066,,0.711209109
Listeria,monocytogenes,,Meat,Duck,skin,,,60,8.9,5.76,0.949390007,0.3556,Murphy et al.,2003,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Duck,skin,,,62.5,3.57,5.76,0.552668216,0.0006,Murphy et al.,2003,,,,,0.1528,,,,,0.038902331,,0.001257832
Listeria,monocytogenes,,Meat,Duck,skin,,,65,1.16,5.76,0.064457989,-0.3544,Murphy et al.,2003,,,,,-0.1772,,,,,-0.306287037,,-0.353717807
Listeria,monocytogenes,,Meat,Duck,skin,,,67.5,0.4,5.76,-0.397940009,-0.7094,Murphy et al.,2003,,,,,-0.5072,,,,,-0.651476404,,-0.708693445
Listeria,monocytogenes,,Meat,Duck,skin,,,70,0.21,5.76,-0.677780705,-1.0644,Murphy et al.,2003,,,,,-0.8372,,,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,,Meat,Egg,"liquid, white",,9,53.2,17.7,7,1.247973266,1.3212,Doyle et al.,2001,,,,,1.3804,,,,,1.323006778,,1.321767207
Listeria,monocytogenes,,Meat,Egg,"liquid, white",,8.2,55,7.58,9.43,0.879669206,1.0656,Doyle et al.,2001,,,,,1.1428,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Meat,Egg,"liquid, white",,9.1,55,7.59,6.41,0.880241776,1.0656,Doyle et al.,2001,,,,,1.1428,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Meat,Egg,"liquid, white",,9,55,12.9,7,1.11058971,1.0656,Doyle et al.,2001,,,,,1.1428,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Meat,Egg,"liquid, white",,,55.5,13,11.3,1.113943352,0.9946,Doyle et al.,2001,,,,,1.0768,,,,,1.00543256,,0.99518962
Listeria,monocytogenes,,Meat,Egg,"liquid, white",,7.8,56.65,10.4,,1.017033339,0.8313,Doyle et al.,2001,,,,,0.925,,,,,0.846645451,,0.831900826
Listeria,monocytogenes,,Meat,Egg,"liquid, white",,8.2,56.65,16.5,,1.217483944,0.8313,Doyle et al.,2001,,,,,0.925,,,,,0.846645451,,0.831900826
Listeria,monocytogenes,,Meat,Egg,"liquid, white",,8.8,56.65,20.3,,1.307496038,0.8313,Doyle et al.,2001,,,,,0.925,,,,,0.846645451,,0.831900826
Listeria,monocytogenes,,Meat,Egg,"liquid, white",,9.3,56.65,20.9,,1.320146286,0.8313,Doyle et al.,2001,,,,,0.925,,,,,0.846645451,,0.831900826
Listeria,monocytogenes,,Meat,Egg,"liquid, white",,8.2,56.65,4.76,9.43,0.677606953,0.8313,Doyle et al.,2001,,,,,0.925,,,,,0.846645451,,0.831900826
Listeria,monocytogenes,,Meat,Egg,"liquid, white",,9.1,56.65,4.35,6.41,0.638489257,0.8313,Doyle et al.,2001,,,,,0.925,,,,,0.846645451,,0.831900826
Listeria,monocytogenes,,Meat,Egg,"liquid, white",,,56.65,12,11.3,1.079181246,0.8313,Doyle et al.,2001,,,,,0.925,,,,,0.846645451,,0.831900826
Listeria,monocytogenes,,Meat,Egg,"liquid, white",,,57.7,8.3,11.3,0.919078092,0.6822,Doyle et al.,2001,,,,,0.7864,,,,,0.701665916,,0.682811058
Listeria,monocytogenes,,Meat,Egg,"liquid, white",,8.2,58.15,3.47,9.43,0.540329475,0.6183,Doyle et al.,2001,,,,,0.727,,,,,0.63953183,,0.618915443
Listeria,monocytogenes,,Meat,Egg,"liquid, white",,9.1,58.15,2.41,6.41,0.382017043,0.6183,Doyle et al.,2001,,,,,0.727,,,,,0.63953183,,0.618915443
Listeria,monocytogenes,,Meat,Egg,"liquid, white",,9,58.15,3.8,7,0.579783597,0.6183,Doyle et al.,2001,,,,,0.727,,,,,0.63953183,,0.618915443
Listeria,monocytogenes,,Meat,Egg,"liquid, white + H2O2 (0.875%)",,8.8,51.5,37.6,,1.575187845,1.5626,Doyle et al.,2001,,,,,1.6048,,,,,1.557735548,,1.563150641
Listeria,monocytogenes,,Meat,Egg,"liquid, white + H2O2 (0.875%)",,8.8,53.2,23.3,,1.367355921,1.3212,Doyle et al.,2001,,,,,1.3804,,,,,1.323006778,,1.321767207
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole",,,51,14.3,7,1.155336037,1.6336,Doyle et al.,2001,,,,,1.6708,,,,,1.626773421,,1.634145769
Listeria,monocytogenes,F5069,Meat,Egg,"liquid, whole",,,51,22.6,7.2,1.354108439,1.6336,Doyle et al.,2001,,,,,1.6708,,,,,1.626773421,,1.634145769
Listeria,monocytogenes,ATCC 19111,Meat,Egg,"liquid, whole",,,51,21.3,5.9,1.328379603,1.6336,Doyle et al.,2001,,,,,1.6708,,,,,1.626773421,,1.634145769
Listeria,monocytogenes,NCF-U2K3,Meat,Egg,"liquid, whole",,,51,22,6.4,1.342422681,1.6336,Doyle et al.,2001,,,,,1.6708,,,,,1.626773421,,1.634145769
Listeria,monocytogenes,NCF-FIKK4,Meat,Egg,"liquid, whole",,,51,21.5,6.6,1.33243846,1.6336,Doyle et al.,2001,,,,,1.6708,,,,,1.626773421,,1.634145769
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole",,,55.75,5.3,7,0.72427587,0.9591,Doyle et al.,2001,,,,,1.0438,,,,,0.970913623,,0.959692056
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole",,,55.75,3.4,8.36,0.531478917,0.9591,Doyle et al.,2001,,,,,1.0438,,,,,0.970913623,,0.959692056
Listeria,monocytogenes,F5069,Meat,Egg,"liquid, whole",,,55.75,7.1,7.2,0.851258349,0.9591,Doyle et al.,2001,,,,,1.0438,,,,,0.970913623,,0.959692056
Listeria,monocytogenes,ATCC 19111,Meat,Egg,"liquid, whole",,,55.75,6.2,5.9,0.792391689,0.9591,Doyle et al.,2001,,,,,1.0438,,,,,0.970913623,,0.959692056
Listeria,monocytogenes,NCF-U2K3,Meat,Egg,"liquid, whole",,,55.75,8.1,6.4,0.908485019,0.9591,Doyle et al.,2001,,,,,1.0438,,,,,0.970913623,,0.959692056
Listeria,monocytogenes,NCF-FIKK4,Meat,Egg,"liquid, whole",,,55.75,8,6.6,0.903089987,0.9591,Doyle et al.,2001,,,,,1.0438,,,,,0.970913623,,0.959692056
Listeria,monocytogenes,,Meat,Egg,"liquid, whole",,,55.75,7.5,6,0.875061263,0.9591,Doyle et al.,2001,,,,,1.0438,,,,,0.970913623,,0.959692056
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole",,,57,3.2,7.3,0.505149978,0.7816,Doyle et al.,2001,,,,,0.8788,,,,,0.798318939,,0.782204236
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole",,,57,3.7,7.2,0.568201724,0.7816,Doyle et al.,2001,,,,,0.8788,,,,,0.798318939,,0.782204236
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole",,,60,1.95,7.3,0.290034611,0.3556,Doyle et al.,2001,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole",,,60,1.8,7.2,0.255272505,0.3556,Doyle et al.,2001,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole",,,60,2.1,,0.322219295,0.3556,Doyle et al.,2001,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole",,,60,1.3,7,0.113943352,0.3556,Doyle et al.,2001,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole",,,60,1.3,8.36,0.113943352,0.3556,Doyle et al.,2001,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,HAL 957E1,Meat,Egg,"liquid, whole",,,60,1.5,,0.176091259,0.3556,Doyle et al.,2001,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,F5069,Meat,Egg,"liquid, whole",,,60,1.4,7.2,0.146128036,0.3556,Doyle et al.,2001,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,ATCC 19111,Meat,Egg,"liquid, whole",,,60,1.3,5.9,0.113943352,0.3556,Doyle et al.,2001,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,NCF-U2K3,Meat,Egg,"liquid, whole",,,60,1.6,6.4,0.204119983,0.3556,Doyle et al.,2001,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,NCF-FIKK4,Meat,Egg,"liquid, whole",,,60,1.7,6.6,0.230448921,0.3556,Doyle et al.,2001,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole",,,63,0.49,7.3,-0.30980392,-0.0704,Doyle et al.,2001,,,,,0.0868,,,,,-0.030135543,,-0.069737296
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole",,,63,0.55,7.2,-0.259637311,-0.0704,Doyle et al.,2001,,,,,0.0868,,,,,-0.030135543,,-0.069737296
Listeria,monocytogenes,,Meat,Egg,"liquid, whole",,,63,0.42,6,-0.37675071,-0.0704,Doyle et al.,2001,,,,,0.0868,,,,,-0.030135543,,-0.069737296
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole",,,65.5,0.11,7,-0.958607315,-0.4254,Doyle et al.,2001,,,,,-0.2432,,,,,-0.37532491,,-0.424712934
Listeria,monocytogenes,F5069,Meat,Egg,"liquid, whole",,,65.5,0.2,7.2,-0.698970004,-0.4254,Doyle et al.,2001,,,,,-0.2432,,,,,-0.37532491,,-0.424712934
Listeria,monocytogenes,ATCC 19111,Meat,Egg,"liquid, whole",,,65.5,0.06,5.9,-1.22184875,-0.4254,Doyle et al.,2001,,,,,-0.2432,,,,,-0.37532491,,-0.424712934
Listeria,monocytogenes,NCF-U2K3,Meat,Egg,"liquid, whole",,,65.5,0.11,6.4,-0.958607315,-0.4254,Doyle et al.,2001,,,,,-0.2432,,,,,-0.37532491,,-0.424712934
Listeria,monocytogenes,NCF-FIKK4,Meat,Egg,"liquid, whole",,,65.5,0.12,6.6,-0.920818754,-0.4254,Doyle et al.,2001,,,,,-0.2432,,,,,-0.37532491,,-0.424712934
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole + 10 ﾂｵg nisin/ml",,,55.75,2.17,,0.336459734,0.9591,Doyle et al.,2001,,,,,1.0438,,,,,0.970913623,,0.959692056
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole + 10 ﾂｵg nisin/ml",,,60,1.4,,0.146128036,0.3556,Doyle et al.,2001,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole + 10 ﾂｵg nisin/ml",,,60,1.1,,0.041392685,0.3556,Doyle et al.,2001,Pre-incubated with nisin for 2h,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole + 10% sucrose",,,61,1.9,,0.278753601,0.2136,Doyle et al.,2001,,,,,0.3508,,,,,0.246015951,,0.214243215
Listeria,monocytogenes,HAL 957E1,Meat,Egg,"liquid, whole + 10% sucrose",,,61,1.2,,0.079181246,0.2136,Doyle et al.,2001,,,,,0.3508,,,,,0.246015951,,0.214243215
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk",,,60,1.34,6.06,0.127104798,0.3556,Doyle et al.,2001,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, yolk",,,61.1,1.56,11.45,0.193124598,0.1994,Doyle et al.,2001,,,,,0.3376,,,,,0.232208376,,0.200044189
Listeria,monocytogenes,Scott A 2045,Meat,Egg,"liquid, yolk",,,61.1,0.94,5.08,-0.026872146,0.1994,Doyle et al.,2001,,,,,0.3376,,,,,0.232208376,,0.200044189
Listeria,monocytogenes,2284,Meat,Egg,"liquid, yolk",,,61.1,2.3,6.35,0.361727836,0.1994,Doyle et al.,2001,,,,,0.3376,,,,,0.232208376,,0.200044189
Listeria,monocytogenes,ST.L.,Meat,Egg,"liquid, yolk",,,61.1,0.92,9.7,-0.036212173,0.1994,Doyle et al.,2001,,,,,0.3376,,,,,0.232208376,,0.200044189
Listeria,monocytogenes,V-7,Meat,Egg,"liquid, yolk",,,61.1,0.7,6.22,-0.15490196,0.1994,Doyle et al.,2001,,,,,0.3376,,,,,0.232208376,,0.200044189
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk",,,61.1,0.89,6.06,-0.050609993,0.1994,Doyle et al.,2001,,,,,0.3376,,,,,0.232208376,,0.200044189
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk",,,61.1,1.41,6.7,0.149219113,0.1994,Doyle et al.,2001,,,,,0.3376,,,,,0.232208376,,0.200044189
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk",,,62.2,0.58,6.06,-0.236572006,0.0432,Doyle et al.,2001,,,,,0.1924,,,,,0.080325055,,0.043854908
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, yolk",,,63.15,0.92,11.45,-0.036212173,-0.0917,Doyle et al.,2001,,,,,0.067,,,,,-0.050846905,,-0.091035834
Listeria,monocytogenes,Scott A 2045,Meat,Egg,"liquid, yolk",,,63.15,0.35,5.08,-0.455931956,-0.0917,Doyle et al.,2001,,,,,0.067,,,,,-0.050846905,,-0.091035834
Listeria,monocytogenes,2284,Meat,Egg,"liquid, yolk",,,63.15,1.28,6.35,0.10720997,-0.0917,Doyle et al.,2001,,,,,0.067,,,,,-0.050846905,,-0.091035834
Listeria,monocytogenes,ST.L.,Meat,Egg,"liquid, yolk",,,63.15,0.38,9.7,-0.420216403,-0.0917,Doyle et al.,2001,,,,,0.067,,,,,-0.050846905,,-0.091035834
Listeria,monocytogenes,V-7,Meat,Egg,"liquid, yolk",,,63.15,0.43,6.22,-0.366531544,-0.0917,Doyle et al.,2001,,,,,0.067,,,,,-0.050846905,,-0.091035834
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk",,,63.15,0.81,6.7,-0.091514981,-0.0917,Doyle et al.,2001,,,,,0.067,,,,,-0.050846905,,-0.091035834
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk",,,63.15,0.35,5,-0.455931956,-0.0917,Doyle et al.,2001,,,,,0.067,,,,,-0.050846905,,-0.091035834
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, yolk",,,64.4,0.82,11.45,-0.086186148,-0.2692,Doyle et al.,2001,,,,,-0.098,,,,,-0.223441589,,-0.268523653
Listeria,monocytogenes,Scott A 2045,Meat,Egg,"liquid, yolk",,,64.4,0.21,5.08,-0.677780705,-0.2692,Doyle et al.,2001,,,,,-0.098,,,,,-0.223441589,,-0.268523653
Listeria,monocytogenes,2284,Meat,Egg,"liquid, yolk",,,64.4,0.66,6.35,-0.180456064,-0.2692,Doyle et al.,2001,,,,,-0.098,,,,,-0.223441589,,-0.268523653
Listeria,monocytogenes,ST.L.,Meat,Egg,"liquid, yolk",,,64.4,0.46,9.7,-0.337242168,-0.2692,Doyle et al.,2001,,,,,-0.098,,,,,-0.223441589,,-0.268523653
Listeria,monocytogenes,V-7,Meat,Egg,"liquid, yolk",,,64.4,0.19,6.22,-0.721246399,-0.2692,Doyle et al.,2001,,,,,-0.098,,,,,-0.223441589,,-0.268523653
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk",,,64.4,0.44,6.7,-0.356547324,-0.2692,Doyle et al.,2001,,,,,-0.098,,,,,-0.223441589,,-0.268523653
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk",,,66.85,0.08,5,-1.096910013,-0.6171,Doyle et al.,2001,,,,,-0.4214,,,,,-0.561727169,,-0.616399779
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk + NaCl (5%) + sucrose (5%)",,,63.15,3.75,6,0.574031268,-0.0917,Doyle et al.,2001,,,,,0.067,,,,,-0.050846905,,-0.091035834
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk + NaCl (5%) + sucrose (5%)",,,66.85,0.67,6,-0.173925197,-0.6171,Doyle et al.,2001,,,,,-0.4214,,,,,-0.561727169,,-0.616399779
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk + sucrose (10%)",,,61.1,2.05,8.9,0.311753861,0.1994,Doyle et al.,2001,,,,,0.3376,,,,,0.232208376,,0.200044189
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk + sucrose (10%)",,,63.15,1.05,8.9,0.021189299,-0.0917,Doyle et al.,2001,,,,,0.067,,,,,-0.050846905,,-0.091035834
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, yolk + sucrose (10%)",,,63.15,2.1,,0.322219295,-0.0917,Doyle et al.,2001,,,,,0.067,,,,,-0.050846905,,-0.091035834
Listeria,monocytogenes,HAL 957E1,Meat,Egg,"liquid, yolk + sucrose (10%)",,,63.15,0.8,,-0.096910013,-0.0917,Doyle et al.,2001,,,,,0.067,,,,,-0.050846905,,-0.091035834
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk + sucrose (10%)",,,64.4,0.97,8.9,-0.013228266,-0.2692,Doyle et al.,2001,,,,,-0.098,,,,,-0.223441589,,-0.268523653
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk + sucrose (10%)",,,66.85,0.46,8.9,-0.337242168,-0.6171,Doyle et al.,2001,,,,,-0.4214,,,,,-0.561727169,,-0.616399779
Listeria,monocytogenes,,Meat,Ham,,,,54.7,17.8,5.05,1.250420002,1.1082,Doyle et al.,2001,,,,,1.1824,,,,,1.115893157,,1.108781824
Listeria,monocytogenes,,Meat,Ham,,,,60,1.82,5.05,0.260071388,0.3556,Doyle et al.,2001,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Ham,,,,54.7,19.2,6.74,1.283301229,1.1082,Doyle et al.,2001,"Heat shock, 60 min 42 ﾂｰC",,,,1.1824,,,,,1.115893157,,1.108781824
Listeria,monocytogenes,,Meat,Ham,,,,60,3.48,6.74,0.541579244,0.3556,Doyle et al.,2001,"Heat shock, 60 min 42 ﾂｰC",,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Meat,emulsion,,,60,7.3,,0.86332286,0.3556,ICMSF,1996,"37 ﾂｰC, 22-24h, heated to 60 ﾂｰC at 0.5 ﾂｰC/min",,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Meat,emulsion,,,60,12.95,,1.112269768,0.3556,ICMSF,1996,"37 ﾂｰC, 22-24h, heated to 60 ﾂｰC at 0.5 ﾂｰC/min",,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Meat,emulsion,,,63,3,,0.477121255,-0.0704,ICMSF,1996,"37 ﾂｰC, 22-24h, heated to 60 ﾂｰC at 0.5 ﾂｰC/min",,,,0.0868,,,,,-0.030135543,,-0.069737296
Listeria,monocytogenes,,Meat,Meat,emulsion,,,63,5.4,,0.73239376,-0.0704,ICMSF,1996,"37 ﾂｰC, 22-24h, heated to 60 ﾂｰC at 0.5 ﾂｰC/min",,,,0.0868,,,,,-0.030135543,,-0.069737296
Listeria,monocytogenes,,Meat,Meat,emulsion,,,66,1,,0,-0.4964,ICMSF,1996,"37 ﾂｰC, 22-24h, heated to 60 ﾂｰC at 0.5 ﾂｰC/min",,,,-0.3092,,,,,-0.444362784,,-0.495708062
Listeria,monocytogenes,,Meat,Meat,ground,,,56,13.18,,1.11991541,0.9236,ICMSF,1996,,,,,1.0108,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,,Meat,Meat,ground,,,58,6.39,,0.805500858,0.6396,ICMSF,1996,,,,,0.7468,,,,,0.660243192,,0.640213981
Listeria,monocytogenes,,Meat,Meat,ground,,,60,3.12,,0.494154594,0.3556,ICMSF,1996,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Meat,ground,,,62,1.01,,0.004321374,0.0716,ICMSF,1996,,,,,0.2188,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,,Meat,Meat,"ground, cured",,,58,50,,1.698970004,0.6396,ICMSF,1996,,,,,0.7468,,,,,0.660243192,,0.640213981
Listeria,monocytogenes,,Meat,Meat,"ground, cured",,,60,16.7,,1.222716471,0.3556,ICMSF,1996,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Meat,"ground, cured",,,62,7.06,,0.848804701,0.0716,ICMSF,1996,,,,,0.2188,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,,Meat,Meat,"ground, cured",,,64,1.28,,0.10720997,-0.2124,ICMSF,1996,,,,,-0.0452,,,,,-0.16821129,,-0.211727551
Listeria,monocytogenes,,Meat,Meat,"slurry (20% meat, 80% water)",,5.9,60,2.54,,0.404833717,0.3556,ICMSF,1996,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Meat,"slurry (20% meat, 80% water)",,5.9,65,0.75,,-0.124938737,-0.3544,ICMSF,1996,,,,,-0.1772,,,,,-0.306287037,,-0.353717807
Listeria,monocytogenes,,Meat,Meat,"slurry (20% meat, 80% water)",,5.9,70,0.23,,-0.638272164,-1.0644,ICMSF,1996,,,,,-0.8372,,,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,,Meat,Pork,#NAME?,,,50,114,5.45,2.056904851,1.7756,Doyle et al.,2001,,,,,1.8028,,,,,1.764849168,,1.776136024
Listeria,monocytogenes,,Meat,Pork,#NAME?,,,55,10.2,5.45,1.008600172,1.0656,Doyle et al.,2001,,,,,1.1428,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Meat,Pork,#NAME?,,,60,1.7,5.45,0.230448921,0.3556,Doyle et al.,2001,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Meat,Pork,fresh,,,62,6.5,,0.812913357,0.0716,Doyle et al.,2001,,,,,0.2188,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,ATCC 19111,Meat,Pork,fresh,,,62,7.7,,0.886490725,0.0716,Doyle et al.,2001,,,,,0.2188,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,Scott A,Meat,Pork,old (3 months storage),,,62,4.3,,0.633468456,0.0716,Doyle et al.,2001,,,,,0.2188,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,ATCC 19111,Meat,Pork,old (3 months storage),,,62,5.2,,0.716003344,0.0716,Doyle et al.,2001,,,,,0.2188,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,ATCC 19111,Meat,Pork,,,,62,9.2,,0.963787827,0.0716,Doyle et al.,2001,Heating rate 1.3 ﾂｰC/min,,,,0.2188,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,ATCC 19111,Meat,Pork,,,,62,6.2,,0.792391689,0.0716,Doyle et al.,2001,Heating rate 2.2 ﾂｰC/min,,,,0.2188,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,ATCC 19111,Meat,Pork,,,,62,5.5,,0.740362689,0.0716,Doyle et al.,2001,Heating rate 8 ﾂｰC/min,,,,0.2188,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,,Meat,Pork,,,,50,109,5.05,2.037426498,1.7756,Doyle et al.,2001,,,,,1.8028,,,,,1.764849168,,1.776136024
Listeria,monocytogenes,,Meat,Pork,,,,55,9.8,5.05,0.991226076,1.0656,Doyle et al.,2001,,,,,1.1428,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Meat,Pork,,,,60,1.14,5.05,0.056904851,0.3556,Doyle et al.,2001,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Sausage,"23% beef, 77% pork",,,51.7,44.4,10,1.64738297,1.5342,Doyle et al.,2001,,,,,1.5784,,,,,1.530120398,,1.53475259
Listeria,monocytogenes,,Meat,Sausage,"23% beef, 77% pork",,,54.7,20.1,10,1.303196057,1.1082,Doyle et al.,2001,,,,,1.1824,,,,,1.115893157,,1.108781824
Listeria,monocytogenes,,Meat,Sausage,"23% beef, 77% pork",,,57.2,11.2,10,1.049218023,0.7532,Doyle et al.,2001,,,,,0.8524,,,,,0.77070379,,0.753806185
Listeria,monocytogenes,,Meat,Sausage,"23% beef, 77% pork",,,60,9.13,10,0.960470778,0.3556,Doyle et al.,2001,,,,,0.4828,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Sausage,fermented,,,52,38,,1.579783597,1.4916,ICMSF,1996,,,,,1.5388,,,,,1.488697674,,1.492155513
Listeria,monocytogenes,,Meat,Sausage,fermented,,,52,42,,1.62324929,1.4916,ICMSF,1996,,,,,1.5388,,,,,1.488697674,,1.492155513
Listeria,monocytogenes,,Meat,Sausage,fermented,,,54.4,20,,1.301029996,1.1508,ICMSF,1996,,,,,1.222,,,,,1.157315881,,1.151378901
Listeria,monocytogenes,,Meat,Sausage,fermented,,,57.2,6.6,,0.819543936,0.7532,ICMSF,1996,,,,,0.8524,,,,,0.77070379,,0.753806185
Listeria,monocytogenes,,Meat,Sausage,fermented,,,57.2,9.8,,0.991226076,0.7532,ICMSF,1996,,,,,0.8524,,,,,0.77070379,,0.753806185
